Tokens,Tags,__index_level_0__,input_ids,word_ids,attention_masks,labels
"['চলতি' 'বছর' 'এসংখ্যা' 'লাখে' '১৬৫' 'থেকে' '১৭০' 'জনে' 'নেমে' 'আসবে'
 'বলে' 'সংশিলষ্ট' 'মহল' 'ধারণা' 'করছে' '।']","['O' 'O' 'O' 'B-NOM' 'I-NOM' 'I-NOM' 'I-NOM' 'I-NOM' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O']",10,"[     101  2624768 13664352  7642112 13664352  2104320 13664520  2134528
 13664352  2641152 13664352  7378944 13664352 13664264  3152896 13664352
  6455616  2113856  2660352 13664392  7642112 13664392  2113856 13664264
  2120704 13664264  2097472 13664264  2657536 13664352  6462464 13664264
  6462464 13664264  6459904 13664264 13664392  3152896  2134528 13664264
  2134528 13664352  7642112 13664264  3152896 13664352  6455616  3673344
 13664520  7642112 13664352  3147776  2103296 13664352  6459904 13664352
  7340032 13664352  7642112 13664352  2153472 13664392  7378944  6461440
 13664392  2097472 13664352  7378944 13664352  2641152 13664264      102]","[nan  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  1.  1.  2.  2.  2.  2.  2.
  2.  2.  3.  3.  3.  3.  5.  5.  5.  5.  7.  7.  7.  7.  8.  8.  8.  8.
  9.  9.  9.  9. 10. 10. 10. 10. 11. 11. 11. 11. 11. 11. 11. 11. 11. 11.
 12. 12. 12. 12. 12. 12. 13. 13. 13. 13. 13. 14. 14. 14. 14. 14. 14. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0   13   13   13   13   14   14   14   14
   14   14   14   14    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0 -100]"
"['নয়' 'সেপ্টেম্বর' 'সকাল' 'নয়টা' 'থেকে' 'দিনব্যাপি' '“' 'মা' 'ও' 'শিশু'
 'মৃত্যু' 'প্রতিরোধে' 'গণমাধ্যমের' 'ভূমিকা' '”' 'শীর্ষক' 'সাংবাদিকদের'
 'এক' 'কর্মশালায়' 'এসব' 'তথ্য' 'উঠে' 'আসে' '।']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O']",11,"[     101  6462464  5275656 13664352  3152896 13664264  2101760  2103296
 13664264  6459904  2134528 13664352  7378944 13664352  3152896 13664352
  2097472 13664392  7642112  6462464  5275656 13664352  2103296 13664392
  2120704 13664264  2097472 13664264  2137088 13664520  6462464 13664352
  2134528  2660352 13664392  2101760 13664520  6459904 13664392 13664360
  3673344 13664520  3673344 13665128  6459904  7374848 13664520  2104320
  2660352 13665128  2101760  7378944 13664352  2104320 13664520  7378944
 13664360  2153472 13664264  2130240 13664352  6461440 13664352  6459904
 13664392  2153472  2660352 13664352  6459904 13664264  7378944  2150912
 13665128  6459904 13664520  2097472 13664392  3673344 13664520  7378944
  3147776 13664352  2097472 13664352  3152896 13664392  6455616  2134528
 13664392  2137088 13664520  2097472  2137088 13664264  7378944 13664264
  2097472  2097472 13664352  7378944  6459904 13664352  3673344 13664392
  7642112 13664392  5275656 13664264  3152896 13664352  2134528 13664352
  2104320 13664352  2120704  2660352 13664352 13665128  2119680 13664264
 13664392  3152896 13664264      102]","[nan  0.  0.  0.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  2.  2.  2.  2.
  2.  3.  3.  3.  3.  3.  4.  4.  4.  4.  5.  5.  5.  5.  5.  5.  5.  5.
  5.  7.  7.  8.  9.  9.  9.  9. 10. 10. 10. 10. 10. 10. 11. 11. 11. 11.
 11. 11. 11. 11. 11. 12. 12. 12. 12. 12. 12. 12. 12. 12. 12. 12. 12. 13.
 13. 13. 13. 13. 13. 15. 15. 15. 15. 15. 15. 15. 16. 16. 16. 16. 16. 16.
 16. 16. 16. 16. 16. 17. 17. 18. 18. 18. 18. 18. 18. 18. 18. 18. 18. 19.
 19. 19. 19. 19. 20. 20. 20. 20. 20. 21. 21. 21. 22. 22. 22. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0 -100]"
"['যশোর' 'শহরের' 'একটি' 'আবাসিক' 'হোটেলে' 'ইউ.এস.এ.আই.ডি' ',' 'ভয়েস' 'অব'
 'আমেরিকা' 'ও' 'রেডিও' 'টুডে' 'যৌথভাবে' 'এ' 'কর্মশালার' 'আয়োজন' 'করে' '।']","['B-NOM' 'I-NOM' 'I-NOM' 'I-NOM' 'I-NOM' 'B-NAM' 'O' 'B-NAM' 'I-NAM'
 'I-NAM' 'O' 'B-NAM' 'I-NAM' 'O' 'O' 'O' 'O' 'O' 'O']",12,"[     101  2660352 13664352  3673344 13664360  7378944  3673344 13664352
  7340032 13664352  7378944 13664264  7378944 13664264  2097472  2103296
 13664520 13664392  2134528 13664392  3152896 13664520  2097472  7340032
 13664360  2103296 13664264  7642112 13664264 13664520 13665128 13664264
  3152896 13664352 13664264 13664392 13664520  2136064 13664520  2150912
  5275656 13664264  3152896 13664360  2134528 13664392  6459904 13664264
  7378944 13664520  2097472 13664392 13664360  7378944 13664264  2136064
 13664520 13664360  2103296 13665128  2136064 13664264  2660352 13664360
  5276512  2120704  2150912 13664392  2134528 13664264 13664264  2097472
 13664352  7378944  6459904 13664352  3673344 13664392  7642112 13664392
  7378944 13664392  5275656 13664360  2657536 13664352  6462464 13664352
  2097472 13664352  7378944 13664264      102]","[nan  0.  0.  0.  0.  0.  1.  1.  1.  1.  1.  1.  1.  2.  2.  2.  2.  3.
  3.  3.  3.  3.  3.  4.  4.  4.  4.  4.  4.  5.  5.  5.  5.  5.  5.  5.
  5.  5.  5.  7.  7.  7.  7.  8.  8.  9.  9.  9.  9.  9.  9.  9. 10. 11.
 11. 11. 11. 11. 12. 12. 12. 12. 13. 13. 13. 13. 13. 13. 13. 13. 14. 15.
 15. 15. 15. 15. 15. 15. 15. 15. 15. 16. 16. 16. 16. 16. 16. 16. 17. 17.
 17. 17. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100   13   13   13   13   13   14   14   14   14   14   14   14   14
   14   14   14   14   14   14   14   14   14   14   14   14   14   14
   14   11   11   11   11   11   11   11   11   11   11   11   11   11
   11   12   12   12   12   12   12   12   12   12    0   11   11   11
   11   11   12   12   12   12    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0 -100]"
"['কর্মশালার' 'অংশগ্রহন' 'করেন' 'যশোর' 'শহরে' 'কর্মরত' '৩০' 'জন' 'সাংবাদিক'
 '।']",['O' 'O' 'O' 'B-NAM' 'O' 'O' 'B-NOM' 'I-NOM' 'I-NOM' 'O'],13,"[     101  2097472 13664352  7378944  6459904 13664352  3673344 13664392
  7642112 13664392  7378944 13664360  6455616  3673344 13664352  2130240
 13664352  7378944 13664352  7340032 13664352  6462464 13664352  2097472
 13664352  7378944 13664264  6462464  2660352 13664352  3673344 13664360
  7378944  3673344 13664352  7340032 13664352  7378944 13664264  2097472
 13664352  7378944  6459904 13664352  7378944 13664352  2104320 13664352
  2657536 13664352  6462464 13664352  3152896 13664392  6455616  2134528
 13664392  2137088 13664520  2097472      102]","[nan  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  1.  1.  1.
  1.  1.  1.  1.  1.  2.  2.  2.  2.  2.  3.  3.  3.  3.  3.  4.  4.  4.
  4.  4.  4.  5.  5.  5.  5.  5.  5.  5.  5.  5.  7.  7.  7.  7.  8.  8.
  8.  8.  8.  8.  8.  8. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
   11   11   11   11   11    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0   14   14   14   14   14   14   14   14
   14   14   14   14 -100]"
"['এতে' 'সঞ্চালক' 'হিসেবে' 'উপস্থিত' 'ছিলেন' 'ভয়েস' 'অব' 'আমেরিকার' 'বাংলা'
 'বিভাগের' 'প্রধান' 'রোকেয়া' 'হায়দার' '।']","['O' 'B-NOM' 'O' 'O' 'O' 'B-NOM' 'I-NOM' 'I-NOM' 'I-NOM' 'I-NOM' 'I-NOM'
 'B-NAM' 'I-NAM' 'O']",14,"[     101 13664264  2104320 13664264  3152896 13664352  6461440  2624768
 13664392  7642112 13664352  2097472 13664352  7340032 13664520  3152896
 13664264  2134528 13664264 13665128  2101760 13664352  3152896  2120704
 13664520  2104320  2641152 13664520  7642112 13664264  6462464  2150912
  5275656 13664264  3152896 13664360  2134528 13664392  6459904 13664264
  7378944 13664520  2097472 13664392  7378944  2134528 13664392  6455616
  7642112 13664392  2134528 13664520  2150912 13664392  2130240 13664264
  7378944  2101760  7378944 13664352  2153472 13664392  6462464  7378944
 13664360  2097472 13664264  5275656 13664392  7340032 13664392  5275656
  2137088 13664392  7378944      102]","[nan  0.  0.  0.  1.  1.  1.  1.  1.  1.  1.  1.  1.  2.  2.  2.  2.  2.
  2.  3.  3.  3.  3.  3.  3.  3.  4.  4.  4.  4.  4.  5.  5.  5.  5.  6.
  6.  7.  7.  7.  7.  7.  7.  7.  7.  8.  8.  8.  8.  8.  9.  9.  9.  9.
  9.  9.  9. 10. 10. 10. 10. 10. 10. 11. 11. 11. 11. 11. 11. 12. 12. 12.
 12. 12. 12. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1]","[-100    0    0    0   13   13   13   13   13   13   13   13   13    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0   13   13   13   13   14   14   14   14   14   14   14
   14   14   14   14   14   14   14   14   14   14   14   14   14   14
   14   14   14   14   14   14   14   11   11   11   11   11   11   12
   12   12   12   12   12 -100]"
"['এছাড়া' 'মা' 'ও' 'শিশু' 'স্বাস্থ্য' 'নিয়ে' 'বিভিনড়ব' 'বিষয়ে' 'কথা' 'বলেন'
 ',' 'কর্মশালার' 'প্রশিক্ষক' 'সেভ' 'দ্যা' 'চিলড্রেন’র' 'স্বাস্থ্য' 'ও'
 'পুষ্টি' 'প্রকল্পের' 'পরিচালক' 'ডঃ' 'ইশতিয়াক' 'মানড়বান' ',' 'জামিল'
 'আহমেদ' ',' 'এনএইচডিপি' 'বাংলাদেশের' 'চীফ' 'অব' 'পার্টি' 'ডঃ' 'হালিদা'
 'এইচ' 'আক্তার' '।']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-NOM' 'I-NOM' 'B-NOM'
 'I-NOM' 'I-NOM' 'I-NOM' 'I-NOM' 'I-NOM' 'I-NOM' 'I-NOM' 'B-NAM' 'I-NAM'
 'I-NAM' 'O' 'B-NAM' 'I-NAM' 'O' 'B-NOM' 'I-NOM' 'I-NOM' 'I-NOM' 'I-NOM'
 'B-NAM' 'I-NAM' 'I-NAM' 'I-NAM' 'O']",15,"[     101 13664264  2641152 13664392  7374848 13664392  6459904 13664392
 13664360  3673344 13664520  3673344 13665128  3152896  2134528 13664392
  3152896  2120704  2660352 13664352  6462464 13664520  5275656 13664264
  2134528 13664520  2150912 13664520  6462464 13664352  7374848 13664352
  2134528 13664352  2134528 13664520  3147776  5275656 13664264  2097472
 13664352  2120704 13664392  2134528 13664352  7642112 13664264  6462464
  2097472 13664352  7378944  6459904 13664352  3673344 13664392  7642112
 13664392  7378944  2101760  7378944 13664352  3673344 13664520  2097472
  3147776 13664352  2097472 13664352  3152896 13664264  2150912  2137088
  2660352 13664392  2624768 13664520  7642112 13664352  2136064  7378944
 13664264  6462464 13664352  7378944 13664352  3152896  2134528 13664392
  3152896  2120704  2660352 13664352 13664360  2101760 13665128  3147776
  2103296 13664520  2101760  7378944 13664352  2097472 13664352  7642112
  2101760 13664264  7378944  2101760 13664352  7378944 13664520  2624768
 13664392  7642112 13664352  2097472 13664352  2136064 13664352  7372800
 13664520  3673344  2104320 13664520  5275656 13664392  2097472  6459904
 13664392  6462464 13664352  7374848 13664352  2134528 13664392  6462464
  2657536 13664392  6459904 13664520  7642112 13664392  7340032 13664352
  6459904 13664264  2137088 13664264  6462464 13664264 13664520  2624768
  2136064 13664520  2101760 13664520  2134528 13664392  6455616  7642112
 13664392  2137088 13664264  3673344 13664264  7378944  2624768 13664520
  3150336 13664360  2134528  2101760 13664392  7378944  2103296 13664520
  2136064 13664352  7372800  7340032 13664392  7642112 13664520  2137088
 13664392 13664264 13664520  2624768 13664392  2097472  2104320 13664392
  7378944      102]","[nan  0.  0.  0.  0.  0.  1.  1.  2.  3.  3.  3.  3.  4.  4.  4.  4.  4.
  4.  4.  5.  5.  5.  5.  6.  6.  6.  6.  6.  6.  6.  6.  6.  6.  7.  7.
  7.  7.  7.  8.  8.  8.  8.  9.  9.  9.  9.  9. 11. 11. 11. 11. 11. 11.
 11. 11. 11. 11. 12. 12. 12. 12. 12. 12. 12. 12. 12. 12. 13. 13. 13. 14.
 14. 14. 15. 15. 15. 15. 15. 15. 15. 15. 15. 15. 15. 16. 16. 16. 16. 16.
 16. 16. 17. 18. 18. 18. 18. 18. 19. 19. 19. 19. 19. 19. 19. 19. 19. 20.
 20. 20. 20. 20. 20. 20. 20. 20. 20. 21. 21. 21. 22. 22. 22. 22. 22. 22.
 22. 23. 23. 23. 23. 23. 23. 23. 23. 23. 25. 25. 25. 25. 25. 26. 26. 26.
 26. 26. 26. 28. 28. 28. 28. 28. 28. 28. 28. 28. 29. 29. 29. 29. 29. 29.
 29. 29. 29. 29. 30. 30. 30. 31. 31. 32. 32. 32. 32. 32. 33. 33. 33. 34.
 34. 34. 34. 34. 34. 35. 35. 35. 36. 36. 36. 36. 36. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0   13   13   13   13   13   13   13   13
   13   13   14   14   14   14   14   14   14   14   14   14   13   13
   13   14   14   14   14   14   14   14   14   14   14   14   14   14
   14   14   14   14   14   14   14   14   14   14   14   14   14   14
   14   14   14   14   14   14   14   14   14   14   14   14   14   14
   14   14   14   14   14   11   11   11   12   12   12   12   12   12
   12   12   12   12   12   12   12   12   12   12   11   11   11   11
   11   12   12   12   12   12   12   13   13   13   13   13   13   13
   13   13   14   14   14   14   14   14   14   14   14   14   14   14
   14   14   14   14   14   14   14   14   11   11   11   12   12   12
   12   12   12   12   12   12   12   12   12   12   12 -100]"
"['কর্মশালার' 'মা' 'ও' 'শিশু' 'মৃত্যুর' 'কারণ' ',' 'রোধসহ' 'বিভিনড়ব'
 'বিষয়ে' 'বিস্তারিত' 'আলোচনা' 'হয়' '।']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],16,"[     101  2097472 13664352  7378944  6459904 13664352  3673344 13664392
  7642112 13664392  7378944  6459904 13664392 13664360  3673344 13664520
  3673344 13665128  6459904  7374848 13664520  2104320  2660352 13665128
  7378944  2097472 13664392  7378944 13664352  6461440 13664352  7378944
 13664360  2153472 13664352  3152896 13664352  7340032 13664352  2134528
 13664520  2150912 13664520  6462464 13664352  7374848 13664352  2134528
 13664352  2134528 13664520  3147776  5275656 13664264  2134528 13664520
  3152896  2104320 13664392  7378944 13664520  2104320 13664392  7642112
 13664360  2624768  6462464 13664392  7340032  5275656 13664352      102]","[nan  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  2.  3.  3.  3.  3.
  4.  4.  4.  4.  4.  4.  4.  5.  5.  5.  5.  5.  5.  7.  7.  7.  7.  7.
  7.  7.  7.  8.  8.  8.  8.  8.  8.  8.  8.  8.  8.  9.  9.  9.  9.  9.
 10. 10. 10. 10. 10. 10. 10. 10. 11. 11. 11. 11. 11. 11. 12. 12. 12. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0 -100]"
"['সময়' 'জানানো' 'হয়' ',' 'একসময়' 'সব' 'বাচ্চারই' 'জন্ম' 'হতো' 'বাড়িতে'
 'দাইয়ের' 'কাছে' '।']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],17,"[     101  3152896 13664352  6459904  5275656 13664352  2657536 13664392
  6462464 13664392  6462464 13664360  7340032  5275656 13664352 13664264
  2097472 13664352  3152896 13664352  6459904  5275656 13664352  3152896
 13664352  2134528 13664352  2134528 13664392  2624768  2624768 13664392
  7378944 13664520  2657536 13664352  6462464  6459904 13664352  7340032
 13664352  2104320 13664360  2134528 13664392  7374848 13664520  2104320
 13664264  2137088 13664392 13664520  5275656 13664264  7378944  2097472
 13664392  2641152 13664264      102]","[nan  0.  0.  0.  0.  0.  1.  1.  1.  1.  1.  1.  2.  2.  2.  4.  4.  4.
  4.  4.  4.  4.  4.  5.  5.  5.  5.  6.  6.  6.  6.  6.  6.  6.  7.  7.
  7.  7.  7.  8.  8.  8.  8.  9.  9.  9.  9.  9.  9. 10. 10. 10. 10. 10.
 10. 11. 11. 11. 11. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0 -100]"
['যাদের' 'হাতে' 'অসংখ্য' 'মা' 'ও' 'শিশুর' 'মৃত্যু' 'হতো' '।'],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],18,"[     101  2660352 13664392  2137088 13664264  7378944  7340032 13664392
  2104320 13664264 13664360  3152896 13664352  6455616  2113856  2660352
 13664352  6459904 13664392 13664360  3673344 13664520  3673344 13665128
  7378944  6459904  7374848 13664520  2104320  2660352 13665128  7340032
 13664352  2104320 13664360      102]","[nan  0.  0.  0.  0.  0.  1.  1.  1.  1.  2.  2.  2.  2.  2.  2.  2.  3.
  3.  4.  5.  5.  5.  5.  5.  6.  6.  6.  6.  6.  6.  7.  7.  7.  7. nan]",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0 -100]"
"['কারণ' 'ধাত্রীবিদ্যা' 'সম্পর্কে' 'তাদের' 'জ্ঞান' 'ছিলনা' 'বললেই' 'চলে'
 '।']",['O' 'O' 'O' 'B-PRO' 'O' 'O' 'O' 'O' 'O'],19,"[     101  2097472 13664392  7378944 13664352  6461440 13664352  2153472
 13664392  2104320  7378944 13664520  2134528 13664520  2137088  2660352
 13664392  3152896 13664352  6459904  2101760 13664352  7378944  2097472
 13664264  2104320 13664392  2137088 13664264  7378944  2657536  6461440
 13664392  6462464  2641152 13664520  7642112  6462464 13664392  2134528
 13664352  7642112 13664352  7642112 13664264 13664520  2624768 13664352
  7642112 13664264      102]","[nan  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  2.
  2.  2.  2.  2.  2.  2.  2.  3.  3.  3.  3.  3.  4.  4.  4.  4.  5.  5.
  5.  5.  5.  6.  6.  6.  6.  6.  6.  6.  7.  7.  7.  7. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0   15   15   15
   15   15    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0 -100]"
['দিন' 'পালটে' 'গেছে' 'অনেক' 'আগেই' '।'],['O' 'O' 'O' 'O' 'O' 'O'],20,"[     101  2137088 13664520  6462464  2101760 13664392  7642112  2103296
 13664264  2130240 13664264  2641152 13664264 13664360  6462464 13664264
  2097472 13664392  2130240 13664264 13664520      102]","[nan  0.  0.  0.  1.  1.  1.  1.  1.  2.  2.  2.  2.  3.  3.  3.  3.  4.
  4.  4.  4. nan]",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0 -100]"
"['তার' 'প্রমাণ' '২০০৪' 'সালে' 'শতকরা' '১৬' 'ভাগ' 'বাচ্চার' 'জন্ম' 'হতো'
 'হাসপাতালে' '।']",['O' 'O' 'O' 'O' 'B-NOM' 'I-NOM' 'I-NOM' 'I-NOM' 'O' 'O' 'O' 'O'],21,"[     101  2104320 13664392  7378944  2101760  7378944 13664352  6459904
 13664392  6461440  3152896 13664392  7642112 13664264  3673344 13664352
  2104320 13664352  2097472 13664352  7378944 13664392  2150912 13664392
  2130240  2134528 13664392  2624768  2624768 13664392  7378944  2657536
 13664352  6462464  6459904 13664352  7340032 13664352  2104320 13664360
  7340032 13664392  3152896  2101760 13664392  2104320 13664392  7642112
 13664264      102]","[nan  0.  0.  0.  1.  1.  1.  1.  1.  1.  3.  3.  3.  3.  4.  4.  4.  4.
  4.  4.  4.  4.  6.  6.  6.  7.  7.  7.  7.  7.  7.  8.  8.  8.  8.  8.
  9.  9.  9.  9. 10. 10. 10. 10. 10. 10. 10. 10. 10. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
   13   13   13   13   13   13   13   13   14   14   14   14   14   14
   14   14   14    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0 -100]"
"['আর' 'বর্তমানে' '৩৭' 'ভাগ' 'শিশু' 'হাসপাতালে' 'নিরাপদে' 'ভূমিষ্ট' 'হওয়ার'
 'সৌভাগ্য' 'অর্জন' 'করে' '।']",['O' 'O' 'B-NOM' 'I-NOM' 'I-NOM' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],22,"[     101 13664392  7378944  2134528 13664352  7378944  2104320 13664352
  6459904 13664392  6462464 13664264  2150912 13664392  2130240  3673344
 13664520  3673344 13665128  7340032 13664392  3152896  2101760 13664392
  2104320 13664392  7642112 13664264  6462464 13664520  7378944 13664392
  2101760  2137088 13664264  2150912 13665128  6459904 13664520  3147776
  2103296 13664352  7340032 13664360  5275656 13664392  7378944  3152896
 13664360  5276512  2150912 13664392  2130240 13664352  2660352 13664352
 13664360  7378944  2657536 13664352  6462464 13664352  2097472 13664352
  7378944 13664264      102]","[nan  0.  0.  1.  1.  1.  1.  1.  1.  1.  1.  1.  3.  3.  3.  4.  4.  4.
  4.  5.  5.  5.  5.  5.  5.  5.  5.  5.  6.  6.  6.  6.  6.  6.  6.  7.
  7.  7.  7.  7.  7.  7.  8.  8.  8.  8.  8.  9.  9.  9.  9.  9.  9.  9.
  9.  9. 10. 10. 10. 10. 10. 10. 11. 11. 11. 11. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    0    0    0   14   14
   14   14   14   14   14    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0 -100]"
