Tokens,Tags,__index_level_0__,input_ids,word_ids,attention_masks,labels
"['На' 'початок' 'цього' 'року' 'свої' 'будинки' 'були' 'змушені'
 'залишити' 'понад' '1.6' 'млн' 'жителів' 'України' '.']","['O' 'O' 'O' 'O' 'B-LOC' 'I-LOC' 'O' 'O' 'O' 'B-PER' 'I-PER' 'I-PER'
 'I-PER' 'I-PER' 'O']",1135,"[     101  6461440 13664456  2101760 13664352  2623488 13664456  2103296
 13664352  2097472  2627840 13664352  7372800 13664352  7378944 13664352
  2097472 13665128  3151872  3248640 13664352  5275904 13664520  2134528
 13665128  2136064 13664512  6461440  2097472 13664512  2134528 13665128
  7641088 13664512  3184640  6459904 13665128  3147776 13664256  6461696
 13664520  3184640 13664456  7641088 13664512  3147776 13664512  2103296
 13664512  2101760 13664352  6461440 13664456  2136064  6459904  7641088
  6461440  3180544 13664512  2103296 13664256  7641344 13664520  3248640
 13665128  2097472  7378944 13664456  5275904 13664520  6461440 13664512
      102]","[nan  0.  0.  1.  1.  1.  1.  1.  1.  1.  2.  2.  2.  2.  3.  3.  3.  3.
  4.  4.  4.  4.  4.  5.  5.  5.  5.  5.  5.  5.  6.  6.  6.  6.  7.  7.
  7.  7.  7.  7.  7.  8.  8.  8.  8.  8.  8.  8.  8.  9.  9.  9.  9.  9.
 11. 11. 11. 12. 12. 12. 12. 12. 12. 12. 13. 13. 13. 13. 13. 13. 13. 13.
 nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    1    1    1    1    1    2    2    2    2    2
    2    2    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    5    5    5    5    5    6    6
    6    6    6    6    6    6    6    6    6    6    6    6    6    6
    6    6 -100]"
['Фото' ':' 'АFР' 'Всього' '215' 'тис' '.'],['O' 'O' 'B-ORG' 'O' 'B-PER' 'I-PER' 'I-PER'],1136,"[     101  3215872 13664352  2103296 13664352 13664456  3215872  7378944
  3248640  3152128 13664352  7372800 13664352  2103296 13664512  3151872
      102]",[nan  0.  0.  0.  0.  2.  2.  2.  3.  3.  3.  3.  3.  5.  5.  5. nan],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0    0    0    7    7    7    0    0    0    0    0    6
    6    6 -100]"
['дітей' 'були' 'зареєстровані' 'як' 'внутрішньо' 'переміщені' 'особи' '.'],['I-PER' 'O' 'O' 'O' 'B-PER' 'I-PER' 'I-PER' 'O'],1137,"[     101  2136320 13664520  2103296 13664256  5275904  2134528 13665128
  7641088 13664512  3184640 13664456  7378944 13664256 13664256  3151872
  2103296  7378944 13664352  3248640 13664456  6461696 13664520  5275904
 13664456  2097472  3248640  6461440 13665128  2103296  7379200 13664520
  3147776  6461696 13664352  2101760 13664256  7378944 13664256  6459904
 13664520  3147776  2623488 13664256  6461696 13664520 13664352  3151872
 13664352  2134528 13664512      102]","[nan  0.  0.  0.  0.  0.  1.  1.  1.  1.  2.  2.  2.  2.  2.  2.  2.  2.
  2.  2.  2.  2.  2.  3.  3.  3.  4.  4.  4.  4.  4.  4.  4.  4.  4.  5.
  5.  5.  5.  5.  5.  5.  5.  5.  5.  5.  6.  6.  6.  6.  6. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    6    6    6    6    6    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    5    5
    5    5    5    5    5    5    5    6    6    6    6    6    6    6
    6    6    6    6    6    6    6    6    6 -100]"
['Про' 'це' 'йдеться' 'в' 'доповіді' 'дитячого' 'фонду' 'ООН' 'ЮНІСЕФ' '.'],['O' 'O' 'O' 'O' 'O' 'B-ORG' 'I-ORG' 'B-ORG' 'B-ORG' 'O'],1138,"[     101  2101760  7378944 13664352  2627584 13664256  5275904  2136064
 13664256  2103552  3152128 13664456  3248640  2136064 13664352  2101760
 13664352  3248640 13664520  2136320 13664520  2136064 13664512  2103552
 13664456  2623488 13664352  7372800 13664352  3215872 13664352  6461440
  2136064 13665128 13664352 13664352  6461440  5275904 13665128  6461696
 13664520  3151872 13664256  3215872      102]","[nan  0.  0.  0.  1.  1.  2.  2.  2.  2.  2.  2.  3.  4.  4.  4.  4.  4.
  4.  4.  4.  5.  5.  5.  5.  5.  5.  5.  5.  6.  6.  6.  6.  6.  7.  7.
  7.  8.  8.  8.  8.  8.  8.  8. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    7    7    7    7    7    7    7
    7    8    8    8    8    8    7    7    7    7    7    7    7    7
    7    7 -100]"
"['У' 'звіті' 'також' 'сказано' 'про' 'те' ',' 'що' 'в' '2015' 'році'
 'біженцями' 'стали' '300' 'тис' '.']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PER' 'O' 'B-PER' 'I-PER'
 'I-PER']",1139,"[     101 13665128  3184640  3248640 13664520  2103552 13664520  2103296
 13664456  2097472 13664352  3180544  3151872  2097472 13664456  3184640
 13664456  6461440 13664352  2101760  7378944 13664352  2103296 13664256
  3147776  2623488 13664352  3248640  7378944 13664352  2627840 13664520
  2134528 13664520  3180544 13664256  6461440  2627840 13664456  6459904
 13664512  3151872  2103296 13664456  7641088 13664512  2103296 13664512
  3151872      102]","[nan  0.  1.  1.  1.  1.  1.  2.  2.  2.  2.  2.  3.  3.  3.  3.  3.  3.
  3.  4.  4.  4.  5.  5.  7.  7.  7.  8. 10. 10. 10. 10. 11. 11. 11. 11.
 11. 11. 11. 11. 11. 12. 12. 12. 12. 12. 14. 14. 14. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    5    5    5    5    5    5    5    5    5    0
    0    0    0    0    6    6    6 -100]"
['українців' 'різного' 'віку' '.'],['I-PER' 'I-PER' 'I-PER' 'O'],1140,"[     101 13665128  2097472  7378944 13664456  5275904 13664520  6461440
  2627840 13664520  3248640  7379200 13664520  3184640  6461440 13664352
  7372800 13664352  3248640 13664520  2097472 13665128      102]","[nan  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  1.  1.  1.
  2.  2.  2.  2. nan]",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    6    6    6    6    6    6    6    6    6    6    6    6    6
    6    6    6    6    6    6    6    6 -100]"
['На' 'цей' 'момент' 'в' 'Україні' 'налічується' '285' 'тис' '.'],['O' 'O' 'O' 'O' 'B-GPE' 'O' 'B-PER' 'I-PER' 'I-PER'],1141,"[     101  6461440 13664456  2627584 13664256  5275904  6459904 13664352
  6459904 13664256  6461440  2103296  3248640 13665128  2097472  7378944
 13664456  5275904 13664520  6461696 13664520  6461440 13664456  7641344
 13664520  2623488 13665128 13664256  2103552  3152128 13664456  2103296
 13664512  3151872      102]","[nan  0.  0.  1.  1.  1.  2.  2.  2.  2.  2.  2.  3.  4.  4.  4.  4.  4.
  4.  4.  4.  5.  5.  5.  5.  5.  5.  5.  5.  5.  5.  7.  7.  7. nan]",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0    0    0    0    0    0    0    0    0    0    0    3
    3    3    3    3    3    3    3    0    0    0    0    0    0    0
    0    0    0    6    6    6 -100]"
['міжнародних' 'мігрантів' 'віком' 'до' '18' 'років' '.'],['I-PER' 'I-PER' 'I-PER' 'I-PER' 'I-PER' 'I-PER' 'O'],1142,"[     101  6459904 13664520  3180544  6461440 13664456  7378944 13664352
  2136064  6461440 13664512  3146048  6459904 13664520  7372800  7378944
 13664456  6461440  2103552 13664520  3248640  3248640 13664520  2097472
 13664352  6459904  2136064 13664352  7378944 13664352  2097472 13664520
  3248640      102]","[nan  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  1.  1.
  1.  1.  1.  2.  2.  2.  2.  2.  3.  3.  5.  5.  5.  5.  5. nan]",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    6    6    6    6    6    6    6    6    6    6    6    6    6
    6    6    6    6    6    6    6    6    6    6    6    6    6    6
    6    6    6    6    6 -100]"
"['""' 'Діти' 'відчули' 'на' 'собі' 'не' 'тільки' 'прямий' 'вплив' 'війни'
 '-' 'фізичні' 'та' 'психологічні' 'травми' ',' 'але' 'і' 'її' 'непрямий'
 'вплив' ':' 'відсутність' 'доступу' 'до' 'чистої' 'води' ','
 'антисанітарію' 'і' 'спалах' 'інфекційних' 'захворювань' ',' 'таких' 'як'
 'поліомієліт' '"",' '-' 'йдеться' 'в' 'повідомленні' '.']","['O' 'B-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",1143,"[     101  2136320 13664520  2103296 13664512  3248640 13664520  2136064
  2623488 13665128  7641088 13664512  6461440 13664456  3151872 13664352
  2134528 13664520  6461440 13664256  2103552 13664520  7641344  2097472
 13664512  2101760  7379200 13664456  6459904 13664512  5275904  3248640
  2101760  7641088 13664512  3248640  3248640 13664520  5275904  6461440
 13664512  3215872 13664520  3184640 13664512  2623488  6461696 13664520
  2103296 13664456  2101760  3151872 13664512  3146048 13664352  7641088
 13664352  7372800 13664520  2623488  6461696 13664520  2103296  7378944
 13664456  3248640  6459904 13664512 13664456  7641088 13664256 13664520
  5275904 13664520  5275904 13664520  6461440 13664256  2101760  7379200
 13664456  6459904 13664512  5275904  3248640  2101760  7641088 13664512
  3248640  3248640 13664520  2136064  3151872 13665128  2103296  6461696
 13664520  3151872  2103552  2136064 13664352  3151872  2103296 13665128
  2101760 13665128  2136064 13664352  2623488 13664512  3151872  2103296
 13664352  5275904 13664520  3248640 13664352  2136064 13664512 13664456
  6461440  2103296 13664512  3151872 13664456  6461696 13664520  2103296
 13664456  7379200 13664520 13665128 13664520  3151872  2101760 13664456
  7641088 13664456  3146048 13664520  6461440  3215872 13664256  2097472
  2627840 13664520  5275904  6461440 13664512  3146048  3184640 13664456
  3146048  3248640 13664352  7379200 13665128  3248640 13664456  6461696
  2103296 13664456  2097472 13664512  3146048  5275904 13664456  2097472
  2101760 13664352  7641344 13664520 13664352  6459904 13664520 13664256
  7641344 13664520  2103296  5275904  2136064 13664256  2103552  3152128
 13664456  3248640  2101760 13664352  3248640 13664520  2136064 13664352
  6459904  7641088 13664256  6461440  6461696 13664520      102]","[nan  1.  1.  1.  1.  2.  2.  2.  2.  2.  2.  2.  3.  3.  4.  4.  4.  4.
  5.  5.  6.  6.  6.  6.  6.  7.  7.  7.  7.  7.  7.  8.  8.  8.  8.  8.
  9.  9.  9.  9.  9. 11. 11. 11. 11. 11. 11. 11. 12. 12. 13. 13. 13. 13.
 13. 13. 13. 13. 13. 13. 13. 13. 14. 14. 14. 14. 14. 14. 16. 16. 16. 17.
 18. 18. 18. 18. 19. 19. 19. 19. 19. 19. 19. 19. 20. 20. 20. 20. 20. 22.
 22. 22. 22. 22. 22. 22. 22. 22. 22. 23. 23. 23. 23. 23. 23. 23. 24. 24.
 25. 25. 25. 25. 25. 25. 25. 26. 26. 26. 26. 28. 28. 28. 28. 28. 28. 28.
 28. 28. 28. 28. 28. 28. 29. 30. 30. 30. 30. 30. 30. 31. 31. 31. 31. 31.
 31. 31. 31. 31. 31. 31. 32. 32. 32. 32. 32. 32. 32. 32. 32. 32. 34. 34.
 34. 34. 34. 35. 35. 35. 36. 36. 36. 36. 36. 36. 36. 36. 36. 36. 36. 39.
 39. 39. 39. 39. 39. 40. 41. 41. 41. 41. 41. 41. 41. 41. 41. 41. 41. 41.
 nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    5    5    5    5    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0 -100]"
"['За' 'даними' 'на' 'кінець' '2015' 'року' 'Росія' 'прийняла' '315' 'тис'
 '.']",['O' 'O' 'O' 'O' 'O' 'O' 'B-GPE' 'O' 'B-PER' 'I-PER' 'I-PER'],1144,"[     101  3184640 13664456  2136064 13664456  6461440 13664512  6459904
 13664512  6461440 13664456  2097472 13664520  6461440 13664256  2627840
  7378944 13664352  2097472 13665128  7378944 13664352  3152128 13664520
 13664456  2101760  7378944 13664512  5275904  6461696 13664456  7641088
 13664456  2103296 13664512  3151872      102]","[nan  0.  0.  1.  1.  1.  1.  1.  1.  2.  2.  3.  3.  3.  3.  3.  5.  5.
  5.  5.  6.  6.  6.  6.  6.  7.  7.  7.  7.  7.  7.  7.  7.  9.  9.  9.
 nan]",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    3    3    3    3    3    0    0    0
    0    0    0    0    0    6    6    6 -100]"
"['біженців' ',' 'майже' 'всі' 'з' 'них' 'були' 'з' 'України' '.']",['I-PER' 'O' 'B-PER' 'I-PER' 'I-PER' 'I-PER' 'I-PER' 'I-PER' 'I-PER' 'O'],1145,"[     101  2134528 13664520  3180544 13664256  6461440  2627840 13664520
  3248640  6459904 13664456  5275904  3180544 13664256  3248640  3152128
 13664520  3184640  6461440 13664512  3146048  2134528 13665128  7641088
 13664512  3184640 13665128  2097472  7378944 13664456  5275904 13664520
  6461440 13664512      102]","[nan  0.  0.  0.  0.  0.  0.  0.  0.  2.  2.  2.  2.  2.  3.  3.  3.  4.
  5.  5.  5.  6.  6.  6.  6.  7.  8.  8.  8.  8.  8.  8.  8.  8. nan]",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    6    6    6    6    6    6    6    6    5    5    5    5    5
    6    6    6    6    6    6    6    6    6    6    6    6    6    6
    6    6    6    6    6    6 -100]"
"['У' 'звіті' 'також' 'сказано' ',' 'що' 'Україна' 'займає' 'третє' 'місце'
 'серед' 'країн' 'із' 'найбільшою' 'кількістю' 'емігрантів' 'з'
 'показником' '5' 'млн' '.']","['O' 'O' 'O' 'O' 'O' 'O' 'B-GPE' 'O' 'O' 'O' 'O' 'B-GPE' 'I-GPE' 'I-GPE'
 'I-GPE' 'I-GPE' 'I-GPE' 'I-GPE' 'I-GPE' 'I-GPE' 'I-GPE']",1146,"[     101 13665128  3184640  3248640 13664520  2103552 13664520  2103296
 13664456  2097472 13664352  3180544  3151872  2097472 13664456  3184640
 13664456  6461440 13664352  3147776  2623488 13664352 13665128  2097472
  7378944 13664456  5275904 13664520  6461440 13664456  3184640 13664456
  5275904  6459904 13664456 13664256  2103296  7378944 13664256  2103552
 13664256  6459904 13664520  3151872  2627584 13664256  3151872 13664256
  7378944 13664256  2136064  2097472  7378944 13664456  5275904 13664520
  6461440 13664520  3184640  6461440 13664456  5275904  2134528 13664520
  7641344  3147776 13664352 13665128  2097472 13664520  7641344  2097472
 13664520  3151872  2103552 13665128 13664256  6459904 13664520  7372800
  7378944 13664456  6461440  2103552 13664520  3248640  3184640  2101760
 13664352  2097472 13664456  3184640  6461440 13664512  2097472 13664352
  6459904  6459904  7641088  6461440      102]","[nan  0.  1.  1.  1.  1.  1.  2.  2.  2.  2.  2.  3.  3.  3.  3.  3.  3.
  3.  5.  5.  5.  6.  6.  6.  6.  6.  6.  6.  6.  7.  7.  7.  7.  7.  7.
  8.  8.  8.  8.  8.  9.  9.  9.  9.  9. 10. 10. 10. 10. 10. 11. 11. 11.
 11. 11. 11. 12. 12. 13. 13. 13. 13. 13. 13. 13. 13. 13. 14. 14. 14. 14.
 14. 14. 14. 14. 15. 15. 15. 15. 15. 15. 15. 15. 15. 15. 16. 17. 17. 17.
 17. 17. 17. 17. 17. 17. 17. 19. 19. 19. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    3    3    3    3    3    3
    3    3    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    3    3    3    3    3
    3    4    4    4    4    4    4    4    4    4    4    4    4    4
    4    4    4    4    4    4    4    4    4    4    4    4    4    4
    4    4    4    4    4    4    4    4    4    4    4    4    4    4
    4    4 -100]"
['осіб' '.'],['I-GPE' 'O'],1147,[     101 13664352  3152128 13664520  2134528      102],[nan  0.  0.  0.  0. nan],[1 1 1 1 1 1],[-100    4    4    4    4 -100]
"['Стільки' 'ж' 'іммігрантів' 'приїхало' 'в' 'Україну' 'з' 'інших' 'країн'
 '.']",['B-PER' 'I-PER' 'I-PER' 'O' 'O' 'B-GPE' 'O' 'B-GPE' 'I-GPE' 'O'],1148,"[     101  3151872  2103552 13664520  7641344  2097472 13664512  3180544
 13664520  6459904  6459904 13664520  7372800  7378944 13664456  6461440
  2103552 13664520  3248640  2101760  7378944 13664512  5275904 13664520
  3146048 13664456  7641088 13664352  3248640 13665128  2097472  7378944
 13664456  5275904 13664520  6461440 13665128  3184640 13664520  6461440
  3147776 13664512  3146048  2097472  7378944 13664456  5275904 13664520
  6461440      102]","[nan  0.  0.  0.  0.  0.  0.  1.  2.  2.  2.  2.  2.  2.  2.  2.  2.  2.
  2.  3.  3.  3.  3.  3.  3.  3.  3.  3.  4.  5.  5.  5.  5.  5.  5.  5.
  5.  6.  7.  7.  7.  7.  7.  8.  8.  8.  8.  8.  8. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    5    5    5    5    5    5    6    6    6    6    6    6    6
    6    6    6    6    6    0    0    0    0    0    0    0    0    0
    0    3    3    3    3    3    3    3    3    0    3    3    3    3
    3    4    4    4    4    4    4 -100]"
"['Окремий' 'параграф' 'доповіді' 'присвячений' 'фактам' 'батьківської'
 'еміграції' 'за' 'кордон' 'без' 'дітей' '.']",['O' 'O' 'O' 'O' 'O' 'B-PER' 'O' 'O' 'B-LOC' 'O' 'B-PER' 'O'],1149,"[     101 13664352  2097472  7378944 13664256  6459904 13664512  5275904
  2101760 13664456  7378944 13664456  7372800  7378944 13664456  3215872
  2136064 13664352  2101760 13664352  3248640 13664520  2136320 13664520
  2101760  7378944 13664512  3151872  3248640 13664456  2623488 13664256
  6461440 13664512  5275904  3215872 13664456  2097472  2103296 13664456
  6459904  2134528 13664456  2103552  2097472 13664520  3248640  3152128
  2097472 13664352  5275904 13664520 13664256  6459904 13664520  7372800
  7378944 13664456  2627840 13664520  5275904 13664520  3184640 13664456
  2097472 13664352  7378944  2136064 13664352  6461440  2134528 13664256
  3184640  2136320 13664520  2103296 13664256  5275904      102]","[nan  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  1.  1.  1.  1.  2.  2.
  2.  2.  2.  2.  2.  2.  3.  3.  3.  3.  3.  3.  3.  3.  3.  3.  3.  4.
  4.  4.  4.  4.  4.  5.  5.  5.  5.  5.  5.  5.  5.  5.  5.  5.  6.  6.
  6.  6.  6.  6.  6.  6.  6.  6.  7.  7.  8.  8.  8.  8.  8.  8.  9.  9.
  9. 10. 10. 10. 10. 10. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    5
    5    5    5    5    5    5    5    5    5    5    0    0    0    0
    0    0    0    0    0    0    0    0    1    1    1    1    1    1
    0    0    0    5    5    5    5    5 -100]"
